address	xcoord	ycoord	shopid
Diesterweggasse 19, 1140 Wien, Austria	16.305336	48.19022	17592186046489
Triester Str. 118, 1230 Wien, Austria	16.33711	48.15186	17592186046504
Westbahnstraße 56, 1070 Wien, Austria	16.339266	48.201866	17592186046507
Missindorfstraße 21, 1190 Wien, Austria	16.356655	48.23748	17592186046474
Mortarapl. 7, 1200 Wien, Austria	16.387024	48.23418	17592186046501
Julius-Meinl-Gasse 7A, 1160 Wien, Austria	16.312061	48.221676	17592186046483
Baumgasse 83, 1030 Wien, Austria	16.408085	48.191338	17592186046492
Ottakringer Str. 264, 1160 Wien, Austria	16.302212	48.214714	17592186046498
Siccardsburggasse 54, 1100 Wien, Austria	16.370062	48.17232	17592186046507
Pramergasse 25, 1090 Wien, Austria	16.36574	48.222157	17592186046498
Schemmerlstraße 68, 1110 Wien, Austria	16.420258	48.1606	17592186046489
Neilreichgasse 120, 1100 Wien, Austria	16.356237	48.158722	17592186046498
Kärntner Str. 11, 1010 Wien, Austria	16.371744	48.207035	17592186046498
Nottebohmstraße 42-44, 1190 Wien, Austria	16.32283	48.248558	17592186046489
Gaudenzdorfer Gürtel 41, 1120 Wien, Austria	16.34354	48.186527	17592186046504
Brigittenauer Lände 224, 1200 Wien, Austria	16.369717	48.244926	17592186046489
Altmannsdorfer Anger 77, 1120 Wien, Austria	16.307293	48.16244	17592186046489
Walkergasse 35, 1210 Wien, Austria	16.406242	48.242737	17592186046504
Zur Spinnerin 3, 1100 Wien, Austria	16.358524	48.175774	17592186046504
Reichsbrücke 215, 1020 Wien, Austria	16.405659	48.22602	17592186046492
Rückaufgasse 37, 1190 Wien, Austria	16.328781	48.23964	17592186046483
Litfaßstraße 14, 1030 Wien, Austria	16.411358	48.188133	17592186046474
An der Neuen Donau, 1210 Wien, Austria	16.399498	48.241734	17592186046492
Wallensteinstraße 6, 1200 Wien, Austria	16.367296	48.227997	17592186046516
Burggasse 117, 1070 Wien, Austria	16.339	48.20409	17592186046489
Braungasse 61, 1170 Wien, Austria	16.29651	48.226097	17592186046483
Rauchfangkehrergasse 13, 1150 Wien, Austria	16.329498	48.1859	17592186046513
Kleingartenverein Wilhelmshöhe 119, 1100 Wien, Austria	16.389273	48.16024	17592186046480
Gänsehäufel 4271/10, 1220 Wien, Austria	16.432623	48.229435	17592186046507
Krottenbachstraße 106, 1190 Wien, Austria	16.327574	48.242004	17592186046513
Sillerweg, 1020 Wien, Austria	16.412153	48.199276	17592186046510
Hasenleitengasse 11-21, 1110 Wien, Austria	16.419748	48.16611	17592186046516
Rohrergasse 7, 1160 Wien, Austria	16.298662	48.21957	17592186046483
Kaisermühlentunnel, 1220 Wien, Austria	16.408447	48.234413	17592186046483
Raffaelgasse 24, 1200 Wien, Austria	16.371614	48.233974	17592186046513
Markgraf-Rüdiger-Straße 8, 1150 Wien, Austria	16.330282	48.2013	17592186046492
Haidestraße 4, 1110 Wien, Austria	16.428722	48.178032	17592186046513
Donaukanal Str., 1210 Wien, Austria	16.381084	48.256615	17592186046513
Wickhoffgasse 11, 1150 Wien, Austria	16.315365	48.20541	17592186046507
Lindenallee, 1130 Wien, Austria	16.309147	48.18368	17592186046489
Geymüllergasse 1, 1180 Wien, Austria	16.308895	48.241425	17592186046486
Telekygasse 26, 1190 Wien, Austria	16.335777	48.239826	17592186046513
Triester Str. 627/43, 1100 Wien, Austria	16.34475	48.162365	17592186046507
Kuffnergasse 2, 1160 Wien, Austria	16.32328	48.211685	17592186046501
Degengasse 60, 1160 Wien, Austria	16.3096	48.21634	17592186046510
Moselgasse 4, 1100 Wien, Austria	16.392155	48.16809	17592186046492
Knöllgasse 41, 1100 Wien, Austria	16.353874	48.17283	17592186046474
Wienerbergstraße 23, 1120 Wien, Austria	16.342136	48.170303	17592186046513
Köglergasse 7, 1120 Wien, Austria	16.34554	48.17214	17592186046483
Winarskystraße 18, 1200 Wien, Austria	16.381195	48.23945	17592186046498
Pacassistraße 37, 1130 Wien, Austria	16.287926	48.174984	17592186046486
Otto-Bondy-Platz 7, 1120 Wien, Austria	16.32444	48.165825	17592186046510
Gumpendorfer Str. 64, 1060 Wien, Austria	16.351307	48.19574	17592186046510
Hasnerstraße 45, 1160 Wien, Austria	16.330359	48.20843	17592186046513
Leystraße 46, 1200 Wien, Austria	16.378988	48.241966	17592186046513
Nordmanngasse 47-53, 1210 Wien, Austria	16.417957	48.251244	17592186046501
Arbeiterstrandbadstraße 6, 1210 Wien, Austria	16.39711	48.246075	17592186046483
Walkergasse 30, 1210 Wien, Austria	16.406506	48.242558	17592186046483
Unnamed Road, 1100 Wien, Austria	16.353512	48.161243	17592186046495
Laxenburger Str. 22, 1100 Wien, Austria	16.373535	48.179115	17592186046501
Mariahilfer Str. 212, 1140 Wien, Austria	16.317617	48.18937	17592186046516
Schweidlgasse 36, 1020 Wien, Austria	16.392017	48.22763	17592186046516
Nedergasse 21, 1190 Wien, Austria	16.335968	48.237907	17592186046501
Speckbachergasse 39, 1160 Wien, Austria	16.316477	48.217308	17592186046513
Griepenkerlg. 14, 1130 Wien, Austria	16.286955	48.164043	17592186046513
Hofherrgasse 10, 1100 Wien, Austria	16.391186	48.17464	17592186046504
Ettenreichgasse 8, 1100 Wien, Austria	16.376364	48.17256	17592186046474
Nachreihengasse 7, 1170 Wien, Austria	16.290789	48.22842	17592186046480
Schluckergasse 11-13, 1130 Wien, Austria	16.289503	48.158848	17592186046474
Utopiaweg 1807, 1170 Wien, Austria	16.300499	48.23804	17592186046507
Rustensteg Über Die Westbahn 1504, 1150 Wien, Austria	16.327604	48.19412	17592186046513
Rustenschacherallee 20-22, 1020 Wien, Austria	16.399416	48.20709	17592186046477
Klopstockgasse 30, 1170 Wien, Austria	16.323338	48.21769	17592186046501
Lassallestraße 5, 1020 Wien, Austria	16.395594	48.22204	17592186046474
Donauinsel 2, 1210 Wien, Austria	16.383963	48.253067	17592186046507
Mylius-Bluntschli-Straße, 1110 Wien, Austria	16.432283	48.151356	17592186046501
Rosensteingasse 32, 1170 Wien, Austria	16.326468	48.217854	17592186046483
Lainergasse 30, 1230 Wien, Austria	16.287876	48.15518	17592186046495
Rudolf-Nurejew-Promenade 5-7, 1220 Wien, Austria	16.418573	48.225197	17592186046480
Handelskai 394, 1020 Wien, Austria	16.439383	48.203136	17592186046495
Weichseltalweg 933C, 1110 Wien, Austria	16.429092	48.156708	17592186046489
Rennweg 23, 1030 Wien, Austria	16.381874	48.196564	17592186046489
Heiligenstädter Lände 31, 1190 Wien, Austria	16.36606	48.24416	17592186046495
Hauptallee W, 1020 Wien, Austria	16.412315	48.20775	17592186046480
Kleingartenverein Zukunft Schmelz, 1150 Wien, Austria	16.319862	48.202854	17592186046504
Johann-Hoffmann-Platz 7, 1120 Wien, Austria	16.328878	48.170628	17592186046507
Vivariumstraße 10, 1020 Wien, Austria	16.395521	48.214443	17592186046501
Eberstorferweg 4, 1230 Wien, Austria	16.281952	48.15452	17592186046510
Fasangartengasse 70B, 1130 Wien, Austria	16.29396	48.17178	17592186046495
Donauufer Autobahn, 1210 Wien, Austria	16.395712	48.24617	17592186046492
Mariengasse 23, 1170 Wien, Austria	16.323973	48.218533	17592186046477
Mareschgasse 11, 1150 Wien, Austria	16.3147	48.204834	17592186046513
Schirnböckgasse 27, 1130 Wien, Austria	16.27849	48.175156	17592186046495
Dommesgasse 9-15, 1110 Wien, Austria	16.415703	48.17143	17592186046504
Lerchenfelder Gürtel 15, 1160 Wien, Austria	16.33646	48.2058	17592186046489
Bitterlichstraße 105, 1100 Wien, Austria	16.396833	48.156086	17592186046513
Flotowgasse 12, 1190 Wien, Austria	16.339205	48.24243	17592186046477
Rumplerweg 10, 1160 Wien, Austria	16.30211	48.207333	17592186046501
Angerner Str. 3990, 1020 Wien, Austria	16.393906	48.218426	17592186046486
Ruckergasse 40, 1120 Wien, Austria	16.326464	48.178085	17592186046507
Florian-Berndl-Gasse 178, 1220 Wien, Austria	16.438192	48.22121	17592186046495
Anton-Sattler-Gasse 64-68, 1220 Wien, Austria	16.437115	48.246033	17592186046498
Lilienthalgasse 2, 1030 Wien, Austria	16.392214	48.17924	17592186046489
Birnersteig 1, 1210 Wien, Austria	16.40303	48.248142	17592186046504
Maxingstraße 58, 1130 Wien, Austria	16.298086	48.177235	17592186046510
Sagedergasse 10-12, 1120 Wien, Austria	16.321505	48.16154	17592186046498
Friedstraße 26, 1210 Wien, Austria	16.40487	48.244617	17592186046489
Selzergasse 17, 1150 Wien, Austria	16.323294	48.195957	17592186046489
Inwaldweg 56, 1210 Wien, Austria	16.418451	48.256435	17592186046513
Krakauer Str. 17, 1020 Wien, Austria	16.395933	48.226665	17592186046501
Am Himmelreich 306, 1110 Wien, Austria	16.44083	48.167095	17592186046483
Budaugasse 27, 1220 Wien, Austria	16.434273	48.255676	17592186046492
Simmeringer Hauptstraße 28, 1110 Wien, Austria	16.40673	48.181316	17592186046501
An der unteren Alten Donau 71, 1220 Wien, Austria	16.433592	48.229744	17592186046516
Schnitterweg 6, 1220 Wien, Austria	16.427944	48.2217	17592186046480
Erdbrustgasse 4-18, 1160 Wien, Austria	16.3044	48.215694	17592186046510
Reisnerstraße 8, 1030 Wien, Austria	16.382477	48.20223	17592186046516
Mylius-Bluntschli-Straße, 1110 Wien, Austria	16.430128	48.152294	17592186046477
Treustraße 74, 1200 Wien, Austria	16.363829	48.23275	17592186046483
Mexikopl., 1020 Wien, Austria	16.402105	48.228302	17592186046501
Praetoriusgasse 2, 1030 Wien, Austria	16.381557	48.193676	17592186046492
Gaßmannstraße 2, 1130 Wien, Austria	16.309788	48.174694	17592186046477
Handelskai 341, 1020 Wien, Austria	16.431719	48.20869	17592186046513
Münichreiterstraße 4, 1130 Wien, Austria	16.284004	48.180935	17592186046486
Wichtelgasse 23-25, 1160 Wien, Austria	16.32062	48.213825	17592186046495
Jeitnerweg, 1170 Wien, Austria	16.316587	48.231316	17592186046507
Christophgasse 4, 1050 Wien, Austria	16.352375	48.18884	17592186046513
Donaukanal Str., 1210 Wien, Austria	16.379272	48.256905	17592186046504
Händelgasse 12, 1180 Wien, Austria	16.32849	48.22646	17592186046498
Am Himmelreich 306, 1110 Wien, Austria	16.440151	48.165836	17592186046516
Hetzgasse 2, 1030 Wien, Austria	16.387571	48.209522	17592186046513
Am Hauptbahnhof 2, 1100 Wien, Austria	16.37689	48.184162	17592186046510
Waldmüllerpark 1, 1100 Wien, Austria	16.366533	48.180447	17592186046495
Rosenhügelstraße 60, 1120 Wien, Austria	16.299143	48.16646	17592186046507
Baron-Karl-Gasse 16, 1100 Wien, Austria	16.353716	48.155746	17592186046480
Juchgasse 27, 1030 Wien, Austria	16.389677	48.196327	17592186046513
Friedrich-Adler-Weg 1, 1100 Wien, Austria	16.34995	48.159336	17592186046510
Rappachgasse 3, 1110 Wien, Austria	16.422436	48.17283	17592186046492
Buchleitengasse 85, 1180 Wien, Austria	16.303606	48.23867	17592186046510
Hietzinger Kai 15, 1130 Wien, Austria	16.296913	48.18889	17592186046474
Eduard-Sueß-Gasse 28-34, 1150 Wien, Austria	16.320051	48.197163	17592186046501
Treppelweg, 1200 Wien, Austria	16.374002	48.25725	17592186046513
Kirchengasse 36, 1070 Wien, Austria	16.351748	48.20317	17592186046510
Ost Autobahn, 1110 Wien, Austria	16.43705	48.183613	17592186046492
Hietzinger Friedhof 615/3, 1130 Wien, Austria	16.298952	48.177715	17592186046480
Aslangasse 55, 1190 Wien, Austria	16.336199	48.252888	17592186046483
Breitenseer Str. 61, 1140 Wien, Austria	16.299843	48.20186	17592186046504
Hummelgasse 24, 1130 Wien, Austria	16.28154	48.18205	17592186046477
Geiselbergstraße 26-32, 1110 Wien, Austria	16.401314	48.174927	17592186046480
Meidlinger Fahrstraße, 1130 Wien, Austria	16.315239	48.184425	17592186046498
