address	xcoord	ycoord	shopid
Diesterweggasse 19, 1140 Wien, Austria	16.305336	48.19022	17592186046489
Triester Str. 118, 1230 Wien, Austria	16.33711	48.15186	17592186046504
Westbahnstraße 56, 1070 Wien, Austria	16.339266	48.201866	17592186046507
Missindorfstraße 21, 1190 Wien, Austria	16.356655	48.23748	17592186046474
Mortarapl. 7, 1200 Wien, Austria	16.387024	48.23418	17592186046501
Julius-Meinl-Gasse 7A, 1160 Wien, Austria	16.312061	48.221676	17592186046483
Baumgasse 83, 1030 Wien, Austria	16.408085	48.191338	17592186046492
Ottakringer Str. 264, 1160 Wien, Austria	16.302212	48.214714	17592186046498
Siccardsburggasse 54, 1100 Wien, Austria	16.370062	48.17232	17592186046507
Pramergasse 25, 1090 Wien, Austria	16.36574	48.222157	17592186046498
Schemmerlstraße 68, 1110 Wien, Austria	16.420258	48.1606	17592186046489
Neilreichgasse 120, 1100 Wien, Austria	16.356237	48.158722	17592186046498
Kärntner Str. 11, 1010 Wien, Austria	16.371744	48.207035	17592186046498
Nottebohmstraße 42-44, 1190 Wien, Austria	16.32283	48.248558	17592186046489
Gaudenzdorfer Gürtel 41, 1120 Wien, Austria	16.34354	48.186527	17592186046504
Brigittenauer Lände 224, 1200 Wien, Austria	16.369717	48.244926	17592186046489
Altmannsdorfer Anger 77, 1120 Wien, Austria	16.307293	48.16244	17592186046489
Walkergasse 35, 1210 Wien, Austria	16.406242	48.242737	17592186046504
Zur Spinnerin 3, 1100 Wien, Austria	16.358524	48.175774	17592186046504
Reichsbrücke 215, 1020 Wien, Austria	16.405659	48.22602	17592186046492
Rückaufgasse 37, 1190 Wien, Austria	16.328781	48.23964	17592186046483
Litfaßstraße 14, 1030 Wien, Austria	16.411358	48.188133	17592186046474
An der Neuen Donau, 1210 Wien, Austria	16.399498	48.241734	17592186046492
Wallensteinstraße 6, 1200 Wien, Austria	16.367296	48.227997	17592186046516
Burggasse 117, 1070 Wien, Austria	16.339	48.20409	17592186046489
Braungasse 61, 1170 Wien, Austria	16.29651	48.226097	17592186046483
Rauchfangkehrergasse 13, 1150 Wien, Austria	16.329498	48.1859	17592186046513
Kleingartenverein Wilhelmshöhe 119, 1100 Wien, Austria	16.389273	48.16024	17592186046480
Gänsehäufel 4271/10, 1220 Wien, Austria	16.432623	48.229435	17592186046507
Krottenbachstraße 106, 1190 Wien, Austria	16.327574	48.242004	17592186046513
Sillerweg, 1020 Wien, Austria	16.412153	48.199276	17592186046510
Hasenleitengasse 11-21, 1110 Wien, Austria	16.419748	48.16611	17592186046516
Rohrergasse 7, 1160 Wien, Austria	16.298662	48.21957	17592186046483
Kaisermühlentunnel, 1220 Wien, Austria	16.408447	48.234413	17592186046483
Raffaelgasse 24, 1200 Wien, Austria	16.371614	48.233974	17592186046513
Markgraf-Rüdiger-Straße 8, 1150 Wien, Austria	16.330282	48.2013	17592186046492
Haidestraße 4, 1110 Wien, Austria	16.428722	48.178032	17592186046513
Donaukanal Str., 1210 Wien, Austria	16.381084	48.256615	17592186046513
Wickhoffgasse 11, 1150 Wien, Austria	16.315365	48.20541	17592186046507
Lindenallee, 1130 Wien, Austria	16.309147	48.18368	17592186046489
Geymüllergasse 1, 1180 Wien, Austria	16.308895	48.241425	17592186046486
Telekygasse 26, 1190 Wien, Austria	16.335777	48.239826	17592186046513
Triester Str. 627/43, 1100 Wien, Austria	16.34475	48.162365	17592186046507
Kuffnergasse 2, 1160 Wien, Austria	16.32328	48.211685	17592186046501
Degengasse 60, 1160 Wien, Austria	16.3096	48.21634	17592186046510
Moselgasse 4, 1100 Wien, Austria	16.392155	48.16809	17592186046492
Knöllgasse 41, 1100 Wien, Austria	16.353874	48.17283	17592186046474
Wienerbergstraße 23, 1120 Wien, Austria	16.342136	48.170303	17592186046513
Köglergasse 7, 1120 Wien, Austria	16.34554	48.17214	17592186046483
Winarskystraße 18, 1200 Wien, Austria	16.381195	48.23945	17592186046498
Pacassistraße 37, 1130 Wien, Austria	16.287926	48.174984	17592186046486
Otto-Bondy-Platz 7, 1120 Wien, Austria	16.32444	48.165825	17592186046510
Gumpendorfer Str. 64, 1060 Wien, Austria	16.351307	48.19574	17592186046510
Hasnerstraße 45, 1160 Wien, Austria	16.330359	48.20843	17592186046513
Leystraße 46, 1200 Wien, Austria	16.378988	48.241966	17592186046513
Nordmanngasse 47-53, 1210 Wien, Austria	16.417957	48.251244	17592186046501
Arbeiterstrandbadstraße 6, 1210 Wien, Austria	16.39711	48.246075	17592186046483
Walkergasse 30, 1210 Wien, Austria	16.406506	48.242558	17592186046483
Unnamed Road, 1100 Wien, Austria	16.353512	48.161243	17592186046495
Laxenburger Str. 22, 1100 Wien, Austria	16.373535	48.179115	17592186046501
Mariahilfer Str. 212, 1140 Wien, Austria	16.317617	48.18937	17592186046516
Schweidlgasse 36, 1020 Wien, Austria	16.392017	48.22763	17592186046516
Nedergasse 21, 1190 Wien, Austria	16.335968	48.237907	17592186046501
Speckbachergasse 39, 1160 Wien, Austria	16.316477	48.217308	17592186046513
Griepenkerlg. 14, 1130 Wien, Austria	16.286955	48.164043	17592186046513
Hofherrgasse 10, 1100 Wien, Austria	16.391186	48.17464	17592186046504
Ettenreichgasse 8, 1100 Wien, Austria	16.376364	48.17256	17592186046474
Nachreihengasse 7, 1170 Wien, Austria	16.290789	48.22842	17592186046480
Schluckergasse 11-13, 1130 Wien, Austria	16.289503	48.158848	17592186046474
Utopiaweg 1807, 1170 Wien, Austria	16.300499	48.23804	17592186046507
Rustensteg Über Die Westbahn 1504, 1150 Wien, Austria	16.327604	48.19412	17592186046513
Rustenschacherallee 20-22, 1020 Wien, Austria	16.399416	48.20709	17592186046477
Klopstockgasse 30, 1170 Wien, Austria	16.323338	48.21769	17592186046501
Lassallestraße 5, 1020 Wien, Austria	16.395594	48.22204	17592186046474
Donauinsel 2, 1210 Wien, Austria	16.383963	48.253067	17592186046507
Mylius-Bluntschli-Straße, 1110 Wien, Austria	16.432283	48.151356	17592186046501
Rosensteingasse 32, 1170 Wien, Austria	16.326468	48.217854	17592186046483
Lainergasse 30, 1230 Wien, Austria	16.287876	48.15518	17592186046495
Rudolf-Nurejew-Promenade 5-7, 1220 Wien, Austria	16.418573	48.225197	17592186046480
Handelskai 394, 1020 Wien, Austria	16.439383	48.203136	17592186046495
Weichseltalweg 933C, 1110 Wien, Austria	16.429092	48.156708	17592186046489
Rennweg 23, 1030 Wien, Austria	16.381874	48.196564	17592186046489
Heiligenstädter Lände 31, 1190 Wien, Austria	16.36606	48.24416	17592186046495
Hauptallee W, 1020 Wien, Austria	16.412315	48.20775	17592186046480
Kleingartenverein Zukunft Schmelz, 1150 Wien, Austria	16.319862	48.202854	17592186046504
Johann-Hoffmann-Platz 7, 1120 Wien, Austria	16.328878	48.170628	17592186046507
Vivariumstraße 10, 1020 Wien, Austria	16.395521	48.214443	17592186046501
Eberstorferweg 4, 1230 Wien, Austria	16.281952	48.15452	17592186046510
Fasangartengasse 70B, 1130 Wien, Austria	16.29396	48.17178	17592186046495
Donauufer Autobahn, 1210 Wien, Austria	16.395712	48.24617	17592186046492
Mariengasse 23, 1170 Wien, Austria	16.323973	48.218533	17592186046477
Mareschgasse 11, 1150 Wien, Austria	16.3147	48.204834	17592186046513
Schirnböckgasse 27, 1130 Wien, Austria	16.27849	48.175156	17592186046495
Dommesgasse 9-15, 1110 Wien, Austria	16.415703	48.17143	17592186046504
Lerchenfelder Gürtel 15, 1160 Wien, Austria	16.33646	48.2058	17592186046489
Bitterlichstraße 105, 1100 Wien, Austria	16.396833	48.156086	17592186046513
Flotowgasse 12, 1190 Wien, Austria	16.339205	48.24243	17592186046477
Rumplerweg 10, 1160 Wien, Austria	16.30211	48.207333	17592186046501
Angerner Str. 3990, 1020 Wien, Austria	16.393906	48.218426	17592186046486
Ruckergasse 40, 1120 Wien, Austria	16.326464	48.178085	17592186046507
Florian-Berndl-Gasse 178, 1220 Wien, Austria	16.438192	48.22121	17592186046495
Anton-Sattler-Gasse 64-68, 1220 Wien, Austria	16.437115	48.246033	17592186046498
Lilienthalgasse 2, 1030 Wien, Austria	16.392214	48.17924	17592186046489
Birnersteig 1, 1210 Wien, Austria	16.40303	48.248142	17592186046504
Maxingstraße 58, 1130 Wien, Austria	16.298086	48.177235	17592186046510
Sagedergasse 10-12, 1120 Wien, Austria	16.321505	48.16154	17592186046498
Friedstraße 26, 1210 Wien, Austria	16.40487	48.244617	17592186046489
Selzergasse 17, 1150 Wien, Austria	16.323294	48.195957	17592186046489
Inwaldweg 56, 1210 Wien, Austria	16.418451	48.256435	17592186046513
Krakauer Str. 17, 1020 Wien, Austria	16.395933	48.226665	17592186046501
Am Himmelreich 306, 1110 Wien, Austria	16.44083	48.167095	17592186046483
Budaugasse 27, 1220 Wien, Austria	16.434273	48.255676	17592186046492
Simmeringer Hauptstraße 28, 1110 Wien, Austria	16.40673	48.181316	17592186046501
An der unteren Alten Donau 71, 1220 Wien, Austria	16.433592	48.229744	17592186046516
Schnitterweg 6, 1220 Wien, Austria	16.427944	48.2217	17592186046480
Erdbrustgasse 4-18, 1160 Wien, Austria	16.3044	48.215694	17592186046510
Reisnerstraße 8, 1030 Wien, Austria	16.382477	48.20223	17592186046516
Mylius-Bluntschli-Straße, 1110 Wien, Austria	16.430128	48.152294	17592186046477
Treustraße 74, 1200 Wien, Austria	16.363829	48.23275	17592186046483
Mexikopl., 1020 Wien, Austria	16.402105	48.228302	17592186046501
Praetoriusgasse 2, 1030 Wien, Austria	16.381557	48.193676	17592186046492
Gaßmannstraße 2, 1130 Wien, Austria	16.309788	48.174694	17592186046477
Handelskai 341, 1020 Wien, Austria	16.431719	48.20869	17592186046513
Münichreiterstraße 4, 1130 Wien, Austria	16.284004	48.180935	17592186046486
Wichtelgasse 23-25, 1160 Wien, Austria	16.32062	48.213825	17592186046495
Jeitnerweg, 1170 Wien, Austria	16.316587	48.231316	17592186046507
Christophgasse 4, 1050 Wien, Austria	16.352375	48.18884	17592186046513
Donaukanal Str., 1210 Wien, Austria	16.379272	48.256905	17592186046504
Händelgasse 12, 1180 Wien, Austria	16.32849	48.22646	17592186046498
Am Himmelreich 306, 1110 Wien, Austria	16.440151	48.165836	17592186046516
Hetzgasse 2, 1030 Wien, Austria	16.387571	48.209522	17592186046513
Am Hauptbahnhof 2, 1100 Wien, Austria	16.37689	48.184162	17592186046510
Waldmüllerpark 1, 1100 Wien, Austria	16.366533	48.180447	17592186046495
Rosenhügelstraße 60, 1120 Wien, Austria	16.299143	48.16646	17592186046507
Baron-Karl-Gasse 16, 1100 Wien, Austria	16.353716	48.155746	17592186046480
Juchgasse 27, 1030 Wien, Austria	16.389677	48.196327	17592186046513
Friedrich-Adler-Weg 1, 1100 Wien, Austria	16.34995	48.159336	17592186046510
Rappachgasse 3, 1110 Wien, Austria	16.422436	48.17283	17592186046492
Buchleitengasse 85, 1180 Wien, Austria	16.303606	48.23867	17592186046510
Hietzinger Kai 15, 1130 Wien, Austria	16.296913	48.18889	17592186046474
Eduard-Sueß-Gasse 28-34, 1150 Wien, Austria	16.320051	48.197163	17592186046501
Treppelweg, 1200 Wien, Austria	16.374002	48.25725	17592186046513
Kirchengasse 36, 1070 Wien, Austria	16.351748	48.20317	17592186046510
Ost Autobahn, 1110 Wien, Austria	16.43705	48.183613	17592186046492
Hietzinger Friedhof 615/3, 1130 Wien, Austria	16.298952	48.177715	17592186046480
Aslangasse 55, 1190 Wien, Austria	16.336199	48.252888	17592186046483
Breitenseer Str. 61, 1140 Wien, Austria	16.299843	48.20186	17592186046504
Hummelgasse 24, 1130 Wien, Austria	16.28154	48.18205	17592186046477
Geiselbergstraße 26-32, 1110 Wien, Austria	16.401314	48.174927	17592186046480
Meidlinger Fahrstraße, 1130 Wien, Austria	16.315239	48.184425	17592186046498
Aspernallee 2088, 1020 Wien, Austria	16.440178	48.195473	17592186046477
Florian-Hedorfer-Straße 36, 1110 Wien, Austria	16.432714	48.1689	17592186046480
Salztorbrücke S, 1120 Wien, Austria	16.336533	48.16761	17592186046501
Südosttangente, 1020 Wien, Austria	16.425034	48.19664	17592186046489
Döblinger Hauptstraße 9, 1190 Wien, Austria	16.352688	48.234493	17592186046489
Louise-Martini-Weg 5, 1030 Wien, Austria	16.400335	48.20103	17592186046480
Handelskai 428, 1020 Wien, Austria	16.440847	48.201202	17592186046480
Edelsinnstraße 3, 1120 Wien, Austria	16.321749	48.17222	17592186046477
Lacknergasse 12, 1170 Wien, Austria	16.328852	48.21946	17592186046474
Triester Str. 100, 1100 Wien, Austria	16.342693	48.157932	17592186046504
An der Ostbahn, 1100 Wien, Austria	16.408144	48.164253	17592186046507
Braunschweiggasse 12-18, 1130 Wien, Austria	16.294744	48.188473	17592186046495
Schindlergasse 52, 1180 Wien, Austria	16.322458	48.230774	17592186046483
Elsniggasse 1A, 1120 Wien, Austria	16.319782	48.166405	17592186046507
Kerschensteinergasse 32, 1120 Wien, Austria	16.337093	48.17414	17592186046495
Ruinenallee, 1130 Wien, Austria	16.313288	48.18136	17592186046516
Lynkeusgasse 29-31, 1130 Wien, Austria	16.277935	48.166286	17592186046495
Kaiserallee, 1020 Wien, Austria	16.406967	48.21203	17592186046492
Schröttergasse 9, 1100 Wien, Austria	16.375147	48.17224	17592186046483
Meidlinger Hauptstraße 55, 1120 Wien, Austria	16.33054	48.17676	17592186046486
Laxenburger Str. 137-139, 1100 Wien, Austria	16.369696	48.16696	17592186046489
Alserbachstraße 6, 1090 Wien, Austria	16.355364	48.22474	17592186046489
Margaretengürtel 35, 1050 Wien, Austria	16.35395	48.178627	17592186046483
Koppstraße 95A, 1160 Wien, Austria	16.315756	48.209267	17592186046498
Hietzinger Kai 99, 1130 Wien, Austria	16.289185	48.19025	17592186046477
Rudolf-Nurejew-Promenade, 1220 Wien, Austria	16.409163	48.233124	17592186046492
Promenadenweg, 1220 Wien, Austria	16.419939	48.231804	17592186046498
Alaudagasse, 1100 Wien, Austria	16.390778	48.15512	17592186046489
Fünkhgasse 20-22, 1140 Wien, Austria	16.293325	48.194824	17592186046495
Gymnasiumstraße 24, 1180 Wien, Austria	16.344152	48.229244	17592186046486
Südosttangente, 1100 Wien, Austria	16.374743	48.151974	17592186046483
Otto-Probst-Straße 32, 1100 Wien, Austria	16.344868	48.155552	17592186046477
Donau Str. 294, 1220 Wien, Austria	16.427267	48.247593	17592186046510
Lienfeldergasse 18, 1160 Wien, Austria	16.314419	48.21451	17592186046489
Georg-Coch-Platz 6, 1010 Wien, Austria	16.382465	48.210667	17592186046492
Südosttangente, 1020 Wien, Austria	16.418386	48.194153	17592186046510
Weichseltalweg 933D, 1110 Wien, Austria	16.431614	48.158108	17592186046495
Klosterneuburger Str. 72-74, 1200 Wien, Austria	16.366045	48.233753	17592186046498
Hauptallee Parz., 1020 Wien, Austria	16.402647	48.209866	17592186046516
Dollinergasse 5, 1190 Wien, Austria	16.352898	48.239883	17592186046486
Böttgerweg 8, 1190 Wien, Austria	16.321257	48.242657	17592186046474
Pichelwangergasse 8, 1210 Wien, Austria	16.393055	48.253616	17592186046489
Südosttangente, 1020 Wien, Austria	16.43601	48.206657	17592186046486
Franz-Josefs-Kai G, 1010 Wien, Austria	16.375298	48.212605	17592186046495
Kreutzingergasse 30, 1120 Wien, Austria	16.33204	48.16123	17592186046501
Zeinlhofergasse 7, 1050 Wien, Austria	16.357815	48.19415	17592186046492
Am Donaupark, 1210 Wien, Austria	16.40611	48.237	17592186046495
Schrottgießergasse 5, 1020 Wien, Austria	16.384321	48.215336	17592186046477
B227 101, 1020 Wien, Austria	16.40652	48.20113	17592186046507
Gadnergasse 69-71, 1110 Wien, Austria	16.420084	48.156765	17592186046480
Brigittenauer Lände, 1200 Wien, Austria	16.373571	48.25361	17592186046483
Wielemansgasse 13-23, 1180 Wien, Austria	16.324034	48.227646	17592186046504
Vierthalergasse 11-17, 1120 Wien, Austria	16.334702	48.17759	17592186046498
Hasnerstraße 97, 1160 Wien, Austria	16.31989	48.209915	17592186046489
B12 2b, 1120 Wien, Austria	16.344688	48.17797	17592186046480
Höfergasse 7A, 1090 Wien, Austria	16.348904	48.21698	17592186046480
Bellariastraße 1, 1010 Wien, Austria	16.359398	48.205452	17592186046474
Brigittapl. 18, 1200 Wien, Austria	16.372314	48.23227	17592186046474
Bruno-Kreisky-Platz 1, 1220 Wien, Austria	16.414118	48.235607	17592186046516
Rudolf-Nurejew-Promenade 7, 1220 Wien, Austria	16.416101	48.227043	17592186046495
Donauinsel 4, 1220 Wien, Austria	16.435383	48.20847	17592186046507
Hainburger Str. 62, 1030 Wien, Austria	16.39965	48.197697	17592186046477
Reichsbrücke 215, 1020 Wien, Austria	16.406708	48.228073	17592186046495
Roßauer Lände 23, 1090 Wien, Austria	16.36688	48.222363	17592186046489
Schmiegergasse 10, 1180 Wien, Austria	16.309244	48.23707	17592186046474
Laaer-Berg-Straße, 1100 Wien, Austria	16.386866	48.16462	17592186046474
Wiedner Hauptstraße 146-148, 1050 Wien, Austria	16.359295	48.182495	17592186046498
Am Kanal 123, 1110 Wien, Austria	16.421865	48.161163	17592186046513
Hauptallee W, 1020 Wien, Austria	16.40966	48.20791	17592186046474
Rappachgasse 34A, 1110 Wien, Austria	16.42288	48.1765	17592186046486
Hietzinger Hauptstraße 31, 1130 Wien, Austria	16.295448	48.186615	17592186046483
Piaristengasse 58, 1080 Wien, Austria	16.35077	48.21111	17592186046501
Laaer Wald 225, 1100 Wien, Austria	16.403381	48.16404	17592186046516
Norbert-Krebs-Gasse 28-30, 1210 Wien, Austria	16.423983	48.256115	17592186046486
Lichtensterngasse 4, 1120 Wien, Austria	16.3283	48.159237	17592186046483
Garbergasse 18, 1060 Wien, Austria	16.343918	48.193638	17592186046477
Gudrunstraße 193, 1100 Wien, Austria	16.359882	48.17789	17592186046474
Patrubangasse 4, 1100 Wien, Austria	16.38194	48.167248	17592186046507
Leitermayergasse 25, 1170 Wien, Austria	16.336176	48.222622	17592186046513
Hauptallee W, 1020 Wien, Austria	16.410007	48.20908	17592186046516
Schadekgasse 5, 1060 Wien, Austria	16.350718	48.197906	17592186046492
Friedrich-Engels-Platz 5054, 1200 Wien, Austria	16.379208	48.24473	17592186046513
Gutheil-Schoder-Gasse 17, 1230 Wien, Austria	16.332043	48.156147	17592186046495
Mickertsweg 117, 1220 Wien, Austria	16.435938	48.231186	17592186046513
Grieshofgasse 11, 1120 Wien, Austria	16.33261	48.182526	17592186046513
Kratochwjlestraße 3, 1220 Wien, Austria	16.420982	48.236645	17592186046489
Unnamed Road, 1190 Wien, Austria	16.329092	48.238796	17592186046489
Gallmeyergasse 8, 1190 Wien, Austria	16.358423	48.24575	17592186046498
Klg Weichseltal Parz., 1110 Wien, Austria	16.423311	48.15118	17592186046477
Fleischhackergasse 8, 1230 Wien, Austria	16.2842	48.156864	17592186046501
Fasangartengasse 7-9, 1130 Wien, Austria	16.285147	48.17613	17592186046483
Hernalser Hauptstraße 39, 1170 Wien, Austria	16.336447	48.216694	17592186046510
Romanogasse 11, 1200 Wien, Austria	16.364101	48.232204	17592186046489
Klg Sonnental Weg 2, 1230 Wien, Austria	16.293943	48.15574	17592186046516
Modecenterstraße 5-7, 1030 Wien, Austria	16.416979	48.18688	17592186046513
Rosenhügelstraße 190, 1130 Wien, Austria	16.287302	48.160576	17592186046474
Leopold-Figl-Gasse 4-6, 1010 Wien, Austria	16.364754	48.20981	17592186046495
Burggasse 122A, 1070 Wien, Austria	16.339413	48.20455	17592186046498
Alsegger Str. 3, 1180 Wien, Austria	16.322836	48.22869	17592186046513
Hauptallee A, 1020 Wien, Austria	16.413109	48.20482	17592186046474
Building LC, Welthandelsplatz 1 1, 1020 Wien, Austria	16.4086	48.21356	17592186046474
Lautenschlägergasse 1-3, 1110 Wien, Austria	16.42683	48.178047	17592186046516
Industriestraße Neue Siedlung 129, 1220 Wien, Austria	16.441458	48.219006	17592186046477
Munchgasse 2, 1100 Wien, Austria	16.371504	48.15381	17592186046510
Favoritenstraße 70, 1040 Wien, Austria	16.372904	48.18747	17592186046510
Wohnparkstraße 1, 1230 Wien, Austria	16.316654	48.152985	17592186046501
Franz-Josefs-Kai L, 1010 Wien, Austria	16.37052	48.217903	17592186046507
Wenzgasse 19, 1130 Wien, Austria	16.292826	48.18538	17592186046477
Giselhergasse 4, 1150 Wien, Austria	16.329317	48.203636	17592186046492
Maynollogasse 1, 1180 Wien, Austria	16.343914	48.225155	17592186046495
Favoritenstraße 17, 1040 Wien, Austria	16.371988	48.19223	17592186046495
Otto-Willmann-Gasse 2, 1100 Wien, Austria	16.371414	48.162617	17592186046477
Rupertuspl. 5-7, 1170 Wien, Austria	16.299013	48.228863	17592186046501
Neilreichgasse 110A, 1100 Wien, Austria	16.358559	48.16169	17592186046507
Bleichergasse 17, 1090 Wien, Austria	16.351015	48.2241	17592186046480
Max-Patat-Weg, 1190 Wien, Austria	16.35295	48.243565	17592186046477
Jägerstraße 119, 1200 Wien, Austria	16.372944	48.242523	17592186046477
Donauufer Autobahn, 1220 Wien, Austria	16.432407	48.21333	17592186046489
Alszeile 97, 1170 Wien, Austria	16.301065	48.22983	17592186046498
Linke Wienzeile 150, 1060 Wien, Austria	16.349522	48.189804	17592186046489
Leidesdorfgasse 2B, 1190 Wien, Austria	16.343544	48.241695	17592186046486
Lichte Allee, 1130 Wien, Austria	16.313711	48.183956	17592186046495
Leonard-Bernstein-Straße 15, 1220 Wien, Austria	16.419579	48.235718	17592186046477
Arbeiterstrandbadstraße 122, 1220 Wien, Austria	16.419584	48.23847	17592186046489
Montleartstraße 8, 1140 Wien, Austria	16.30235	48.20383	17592186046501
Prandaugasse 2, 1220 Wien, Austria	16.428171	48.246853	17592186046513
Karolinengasse 15, 1040 Wien, Austria	16.377111	48.190292	17592186046498
Grinzinger Str. 92B, 1190 Wien, Austria	16.361626	48.25379	17592186046474
Matzingerstraße 12, 1140 Wien, Austria	16.309746	48.20072	17592186046504
Brigittenauer Brücke, 1210 Wien, Austria	16.399147	48.236755	17592186046492
Lembergstraße, 1020 Wien, Austria	16.392138	48.22015	17592186046513
Rankgasse 3, 1160 Wien, Austria	16.309784	48.21019	17592186046498
Schleifmühlgasse 6, 1040 Wien, Austria	16.36647	48.196922	17592186046483
Laaer-Berg-Straße 42-50, 1100 Wien, Austria	16.387505	48.16696	17592186046486
Maiselgasse 1, 1030 Wien, Austria	16.404203	48.192245	17592186046510
An der unteren Alten Donau 41, 1220 Wien, Austria	16.4302	48.236763	17592186046477
Anton-Baumgartner-Straße 121, 1230 Wien, Austria	16.31773	48.15102	17592186046489
Belghofergasse 48, 1120 Wien, Austria	16.31224	48.16966	17592186046483
Rudolf-Nurejew-Promenade 9, 1220 Wien, Austria	16.416134	48.226646	17592186046483
Emil-Behring-Weg 3, 1230 Wien, Austria	16.294706	48.15967	17592186046480
Dresdner Str. 109, 1200 Wien, Austria	16.386288	48.231373	17592186046510
Arndtstraße 55, 1120 Wien, Austria	16.335146	48.182743	17592186046498
Schloßhofer Str. 45, 1210 Wien, Austria	16.404818	48.2559	17592186046492
Michelbeuerngasse 12, 1090 Wien, Austria	16.350622	48.22208	17592186046492
Gadnergasse 44, 1110 Wien, Austria	16.415308	48.160946	17592186046474
Margaretengürtel 43-45, 1050 Wien, Austria	16.352312	48.179066	17592186046516
Furtwänglerpl. 8-18, 1130 Wien, Austria	16.288198	48.169247	17592186046492
Wolkersbergenstraße 2, 1130 Wien, Austria	16.283087	48.16804	17592186046510
Unterfeldgasse 1, 1110 Wien, Austria	16.418547	48.16184	17592186046498
Fischhofg. 115, 1100 Wien, Austria	16.388926	48.159954	17592186046504
Liebhartstalstraße 62, 1160 Wien, Austria	16.284925	48.217743	17592186046504
Jedleseer Str. 12, 1210 Wien, Austria	16.392735	48.25606	17592186046513
Giessaufgasse 34, 1050 Wien, Austria	16.345806	48.185143	17592186046504
Prinz Eugen-Straße 74, 1040 Wien, Austria	16.380486	48.189278	17592186046504
Biedermanngasse 28, 1120 Wien, Austria	16.313637	48.164207	17592186046495
Braunhubergasse 16A, 1110 Wien, Austria	16.415585	48.17079	17592186046513
Flötzersteig 4, 1160 Wien, Austria	16.299236	48.208176	17592186046495
Julius-Payer-Gasse 12, 1220 Wien, Austria	16.422804	48.23155	17592186046483
Tiefweg 6, 1210 Wien, Austria	16.428337	48.25328	17592186046495
Hertha-Firnberg-Straße, 1100 Wien, Austria	16.349346	48.16469	17592186046489
An der Neuen Donau, 1210 Wien, Austria	16.398664	48.242188	17592186046477
Israelitischer Friedhof 860/1, 1110 Wien, Austria	16.433834	48.156483	17592186046498
Kleingartenverein Strandkolonie, 1220 Wien, Austria	16.423555	48.23927	17592186046513
Raxstraße 55, 1100 Wien, Austria	16.353579	48.16832	17592186046507
Klimschgasse 1, 1030 Wien, Austria	16.390247	48.19509	17592186046477
Pacassistraße 59, 1130 Wien, Austria	16.2862	48.17664	17592186046510
Grenzackerstraße, 1100 Wien, Austria	16.369844	48.164665	17592186046489
Spittelauer Lände 12, 1090 Wien, Austria	16.361069	48.23422	17592186046492
Volkspark-Laaerberge 20A, 1100 Wien, Austria	16.399355	48.16638	17592186046489
Rustenschacherallee 1800/1, 1020 Wien, Austria	16.402313	48.207676	17592186046513
Wexstraße 17, 1200 Wien, Austria	16.367353	48.236034	17592186046513
Donaukanal Str. 101, 1020 Wien, Austria	16.405163	48.20122	17592186046516
Finkenweg 221, 1220 Wien, Austria	16.441545	48.227585	17592186046480
Löwyweg 2, 1100 Wien, Austria	16.406216	48.161335	17592186046516
Sandrockgasse 22, 1210 Wien, Austria	16.400576	48.246166	17592186046501
Zillengrund, 1220 Wien, Austria	16.433958	48.225136	17592186046489
Brückengasse 11, 1060 Wien, Austria	16.347496	48.19086	17592186046483
Kleingartenverein Unteres Heustadlwasser, 1020 Wien, Austria	16.438803	48.19831	17592186046474
Mariahilfer Str. 41, 1060 Wien, Austria	16.356226	48.199867	17592186046516
Wehlistraße 239/3/11, 1020 Wien, Austria	16.42192	48.212635	17592186046504
Kolonitzgasse 1, 1030 Wien, Austria	16.38734	48.210625	17592186046498
Hauffgasse 34, 1110 Wien, Austria	16.405893	48.17434	17592186046495
Rennweg 10, 1030 Wien, Austria	16.38036	48.195244	17592186046492
Handelskai 300, 1020 Wien, Austria	16.426765	48.214615	17592186046510
Aspangstraße 29, 1030 Wien, Austria	16.391695	48.192387	17592186046507
Opitzgasse 10, 1130 Wien, Austria	16.295368	48.173496	17592186046510
Klg Sonnental Weg 3, 1230 Wien, Austria	16.293774	48.155552	17592186046504
Leebgasse 87, 1100 Wien, Austria	16.36868	48.16855	17592186046480
Eslarngasse 15, 1030 Wien, Austria	16.394325	48.194386	17592186046513
Othmargasse 46, 1200 Wien, Austria	16.369978	48.230854	17592186046474
An der unteren Alten Donau 77, 1220 Wien, Austria	16.433601	48.22932	17592186046492
Auerspergstraße 15, 1080 Wien, Austria	16.35446	48.20877	17592186046498
Cherubinistraße 30, 1220 Wien, Austria	16.4278	48.24454	17592186046498
Wallrißstraße 40, 1180 Wien, Austria	16.322731	48.23289	17592186046501
Vorgartenstraße 98, 1020 Wien, Austria	16.394148	48.230373	17592186046495
Kaiser-Ebersdorfer-Straße 85, 1110 Wien, Austria	16.434261	48.16568	17592186046504
Hauptweg, 1130 Wien, Austria	16.290546	48.17991	17592186046510
Troststraße 83, 1100 Wien, Austria	16.361818	48.170223	17592186046480
Steudelgasse 5, 1100 Wien, Austria	16.384691	48.174953	17592186046516
Neilreichgasse 120, 1100 Wien, Austria	16.358974	48.15683	17592186046480
Linzer Str. 38, 1140 Wien, Austria	16.311985	48.193287	17592186046489
Wipplingerstraße 13, 1010 Wien, Austria	16.369383	48.212	17592186046501
